user_id,timestamp
user-1,1529002846219
user-1,1524941775265
user-1,1530855237256
user-1,1526751948066
user-1,1525935414060
user-1,1532173315931
user-1,1530984125533
user-1,1521215217035
user-1,1529640176651
user-1,1529285782599
user-1,1526296527466
user-1,1522078848733
user-1,1529989754623
user-1,1522901060580
user-1,1525555566473
user-1,1527011958691
user-1,1520586938644
user-1,1530788955559
user-1,1528926212680
user-1,1532929422614
user-1,1530087241277
user-1,1521189198608
user-1,1521178532972
user-1,1522117573292
user-1,1519976039629
user-1,1523222369401
user-1,1524841319537
user-1,1521260814533
user-1,1526176332514
user-1,1524823244992
user-1,1529363928005
user-1,1525408976121
user-1,1522586963715
user-1,1530599708232
user-1,1528194792444
user-1,1529762451455
user-1,1522873390787
user-1,1526173170265
user-1,1523978107405
user-1,1526183788630
user-1,1525244893153
user-1,1530593291239
user-1,1529218384727
user-1,1530045628692
user-1,1523745551469
user-1,1523217403586
user-1,1520930828424
user-1,1521435712630
user-1,1529193346440
user-1,1526400274742
user-1,1528295689832
user-1,1532156097387
user-1,1532141553073
user-1,1527399859992
user-1,1530941388042
user-1,1528634955892
user-1,1520312430393
user-1,1530309532413
user-1,1526450213765
user-1,1529055352366
user-1,1521685834771
user-1,1530204095472
user-1,1520045451314
user-1,1530152210345
user-1,1523267605098
user-1,1527557309221
user-1,1529755783527
user-1,1522772324166
user-1,1526693596552
user-1,1524939888672
user-1,1528921068016
user-1,1532005478204
user-1,1526902664227
user-1,1531741355269
user-1,1523397396772
user-1,1527624769375
user-1,1520134122259
user-1,1525927149261
user-1,1527552378972
user-1,1528908255123
user-1,1527989028582
user-1,1531159234000
user-1,1531987408898
user-1,1527989666108
user-1,1524888069961
user-1,1530545251466
user-1,1530594309606
user-1,1525466360729
user-1,1523477053282
user-1,1522703707318
user-1,1531439560736
user-1,1528978707279
user-1,1527430021774
user-1,1530492696423
user-1,1530257555747
user-1,1530263521604
user-1,1521068651647
user-1,1531176897865
user-1,1532564144531
user-1,1526470998025
user-1,1528053202772
user-1,1524291599222
user-1,1529120355799
user-1,1521655807565
user-1,1523018528082
user-1,1528300927795
user-1,1529456408144
user-1,1528292654916
user-1,1526591659647
user-1,1525753102820
user-1,1525174352445
user-1,1531839017189
user-1,1520151331305
user-1,1523571532798
user-1,1521212701133
user-1,1525225804211
user-1,1521667206285
user-1,1527004620269
user-1,1527952644743
user-1,1526255515874
user-1,1523232415656
user-1,1524541154922
user-1,1529870455501
user-1,1523937484332
user-1,1525974831345
user-1,1522423800691
user-1,1530277727819
user-1,1520392626427
user-1,1530785121712
user-1,1527049209925
user-1,1527618510166
user-1,1520811748150
user-1,1524606672754
user-1,1532380923484
user-1,1521043822685
user-1,1525675869467
user-1,1532722666594
user-1,1528474032994
user-1,1531060270838
user-1,1522209067805
user-1,1529955452531
user-1,1529576220187
user-1,1522668893865
user-1,1523552356290
user-1,1521117951179
user-1,1520965798460
user-1,1532619411345
user-1,1522968341478
user-1,1522303078326
user-1,1528627419400
user-1,1521939657260
user-1,1525682033737
user-1,1522116179981
user-1,1529965319595
user-1,1520304212682
user-1,1528976399644
user-1,1528131309298
user-1,1525002822709
user-1,1520841677021
user-1,1531914479891
user-1,1521817596318
user-1,1530206421496
user-1,1525142641427
user-1,1529053915221
user-1,1526764183030
user-1,1524256002579
user-1,1530133050628
user-1,1529332151029
user-1,1529959229609
user-1,1521197992434
user-1,1520688268010
user-1,1521681814062
user-1,1522742310391
user-1,1524950231663
user-1,1528695383377
user-1,1521330581485
user-1,1529461358882
user-1,1522153012455
user-1,1527592322643
user-1,1521516287364
user-1,1520503531052
user-1,1532068733598
user-1,1520041352769
user-1,1526458034023
user-1,1522835589232
user-1,1525403856111
user-1,1530950791278
user-1,1526454905681
user-1,1522078836050
user-1,1523396465211
user-1,1531719760367
user-1,1529418701286
user-1,1522016241900
user-1,1529423173855
user-1,1530589850079
user-1,1521229133471
user-1,1527334851594
user-1,1531032721123
user-1,1524837374834
user-1,1527520360538
user-1,1528451959496
user-1,1526329649491
user-1,1522424140670
user-1,1531117748252
user-1,1532710189825
user-1,1530696267989
user-1,1525652861305
user-1,1530208979017
user-1,1527312024400
user-1,1532165933411
user-1,1527492781431
user-1,1532534056372
user-1,1527676160405
user-1,1530806303794
user-1,1532778902633
user-1,1530209569284
user-1,1522945092152
user-1,1528261653006
user-1,1525905219724
user-1,1529569415226
user-1,1530833949558
user-1,1521168943664
user-1,1531647007769
user-1,1520606999236
user-1,1527816037967
user-1,1526730400307
user-1,1523930623570
user-1,1531015554417
user-1,1526984360128
user-1,1522225332591
user-1,1530923109602
user-1,1530421251946
user-1,1525492217310
user-1,1529917594796
user-1,1526099711882
user-1,1520256998552
user-1,1524375017808
user-1,1532585485474
user-1,1525712453264
user-1,1523186835988
user-1,1523463241887
user-1,1524617723495
user-1,1528923922643
user-1,1526840892495
user-1,1521230740738
user-1,1530440752216
user-1,1532065870503
user-1,1531641250128
user-1,1525939967977
user-1,1523834658545
user-1,1524792021774
user-1,1530963528134
user-1,1528541572620
user-1,1530137410343
user-1,1525395546688
user-1,1525012996872
user-1,1522717599933
user-1,1527681148396
user-1,1521020250594
user-1,1526372071042
user-1,1523577380762
user-1,1527750684148
user-1,1525808373804
user-1,1519908448832
user-1,1527807006853
user-1,1527819990160
user-1,1529784111399
user-1,1532018391873
user-1,1527068318133
user-1,1527367289613
user-1,1525070594928
user-1,1529784067226
user-1,1520962354956
user-1,1525538973680
user-1,1527341494642
user-1,1529944295275
user-1,1527492848377
user-1,1527880607527
user-1,1531043835978
user-1,1529116870480
user-1,1529367551395
user-1,1523702105353
user-1,1528700840285
user-1,1520285454415
user-1,1530775836109
user-1,1524112181005
user-1,1522802227214
user-1,1532872455682
user-1,1525316805506
user-1,1521766807823
user-1,1520054444930
user-1,1519846144559
user-1,1531068800947
user-1,1526825241911
user-1,1520040314473
user-1,1527434670567
user-1,1528179000153
user-1,1520074395486
user-1,1519892201921
user-1,1530972078042
user-1,1529887635550
user-1,1530682361689
user-1,1527149457625
user-1,1530889038079
user-1,1527383581241
user-1,1529771527291
user-1,1530815083770
user-1,1523864642588
user-1,1524041487190
user-1,1520076129627
user-1,1522740420260
user-1,1525390431316
user-1,1529354457960
user-1,1522339535885
user-1,1528202063003
user-1,1531294240508
user-1,1530530504602
user-1,1527248158678
user-1,1524212247984
user-1,1532940701763
user-1,1522422418988
user-1,1531780532951
user-1,1530104972076
user-1,1524571227511
user-1,1522881347378
user-1,1524004516269
user-1,1523860333165
user-1,1531341956760
user-1,1524748162210
user-1,1521683591821
user-1,1520240202068
user-1,1530884156001
user-1,1524390960739
user-1,1522594882483
user-1,1529682172424
user-1,1527615990986
user-1,1528985638187
user-1,1525707906733
user-1,1524541340129
user-1,1522969418949
user-1,1529189113822
user-1,1529169134707
user-1,1527072911672
user-1,1531620367200
user-1,1528417008563
user-1,1522679026577
user-1,1527778447036
user-1,1521522793830
user-1,1529422201674
user-1,1521820258476
user-1,1522338779410
user-1,1530460450351
user-1,1523652116788
user-1,1522003069258
